FundingInstrumentGaLevel1,AmountGranted,FundingInstrumentGaReporting,FundingInstrumentGaReporting_De,FundingInstrumentGaReporting_Fr
Careers,808339,Ambizione,Ambizione,Ambizione
Careers,911933,Ambizione,Ambizione,Ambizione
Careers,550842,Ambizione,Ambizione,Ambizione
Careers,523933,Ambizione,Ambizione,Ambizione
Careers,911933,Ambizione,Ambizione,Ambizione
Careers,809547,Ambizione,Ambizione,Ambizione
Careers,539933,Ambizione,Ambizione,Ambizione
Careers,733208,Ambizione,Ambizione,Ambizione
Careers,511933,Ambizione,Ambizione,Ambizione
Science communication,20000,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,15000,Open Access Books,Open Access Bücher,Open Access Livres
Infrastructure,333560,R'EQUIP,R'EQUIP,R'EQUIP
Science communication,50000,Agora,Agora,Agora
Project funding,1110684,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,1009437,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,441257,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,562518,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,259311,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,580518,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,757261,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,66549,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,631901,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,1663397,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,490838,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,127969,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,869536,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,720000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,8800,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,12480,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Project funding,465433,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,942165,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,483988,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,10000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,28500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Project funding,265680,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,15100,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,23700,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,13200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,100000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,14600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,92000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,19600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,2686,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Project funding,1680000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,1144710,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,679870,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,307661,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,632000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,720000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,812000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,295761,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,371579,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Infrastructure,351202,FLARE,FLARE,FLARE
Project funding,817049,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Infrastructure,3729000,FLARE,FLARE,FLARE
Project funding,812000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,908000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,1100000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,17000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,5660,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,12500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,7600,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Project funding,1112000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,15000,Open Access Books,Open Access Bücher,Open Access Livres
Careers,1825636,Eccellenza,Eccellenza,Eccellenza
Science communication,10812,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,15000,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,10450,Open Access Books,Open Access Bücher,Open Access Livres
Project funding,1008000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,1035310,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,1225366,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,1459078,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,454776,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,122010,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,604135,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,875162,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,18500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,15000,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,10835,Open Access Books,Open Access Bücher,Open Access Livres
Project funding,632000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Careers,794203,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS
Careers,573348,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS
Project funding,908000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,684324,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,778178,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Careers,942233,Ambizione,Ambizione,Ambizione
Careers,878851,Ambizione,Ambizione,Ambizione
Project funding,548467,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Careers,256661,Doc.CH (until 2020),Doc.CH (bis 2020),Doc.CH (jusqu'en 2020)
Careers,230717,Doc.CH (until 2020),Doc.CH (bis 2020),Doc.CH (jusqu'en 2020)
Science communication,13132,Open Access Books,Open Access Bücher,Open Access Livres
Programmes,291479,ERA-NET,ERA-NET,ERA-NET
Project funding,508272,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,1064012,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,605163,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,11000,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,14600,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,19400,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,22200,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,8800,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,13572,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,25000,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Science communication,21500,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Programmes,240000,COST (European Cooperation in Science and Technology),COST (European Cooperation in Science and Technology),COST (European Cooperation in Science and Technology)
Project funding,532707,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,908000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Programmes,1635686,Sinergia,Sinergia,Sinergia
Programmes,319683,COST (European Cooperation in Science and Technology),COST (European Cooperation in Science and Technology),COST (European Cooperation in Science and Technology)
Programmes,1672580,Sinergia,Sinergia,Sinergia
Infrastructure,1244393,FLARE,FLARE,FLARE
Infrastructure,1022344,FLARE,FLARE,FLARE
Programmes,112141,Bridge - Proof of Concept,Bridge - Proof of Concept,Bridge - Proof of Concept
Careers,1823129,Eccellenza,Eccellenza,Eccellenza
Careers,802100,Ambizione,Ambizione,Ambizione
Project funding,223730,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,908000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,720000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,681000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,18400,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
Project funding,760741,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Science communication,8316,Open Access Books,Open Access Bücher,Open Access Livres
Infrastructure,84670,R'EQUIP,R'EQUIP,R'EQUIP
Infrastructure,380000,R'EQUIP,R'EQUIP,R'EQUIP
Infrastructure,88000,R'EQUIP,R'EQUIP,R'EQUIP
Science communication,199162,Agora,Agora,Agora
Infrastructure,640259,R'EQUIP,R'EQUIP,R'EQUIP
Careers,800000,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS
Careers,266180,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS
Careers,466864,SNSF Professorships,SNF-Förderungsprofessuren,Professeurs boursiers FNS
Project funding,804889,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,448985,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Infrastructure,1108397,FLARE,FLARE,FLARE
Programmes,283112,ERA-NET,ERA-NET,ERA-NET
Infrastructure,1186674,FLARE,FLARE,FLARE
Infrastructure,4966639,FLARE,FLARE,FLARE
Careers,1830675,Eccellenza,Eccellenza,Eccellenza
Careers,248661,Doc.CH,Doc.CH,Doc.CH
Careers,248361,Doc.CH,Doc.CH,Doc.CH
Careers,802627,Ambizione,Ambizione,Ambizione
Careers,785191,Ambizione,Ambizione,Ambizione
Careers,565964,Ambizione,Ambizione,Ambizione
Careers,942194,Ambizione,Ambizione,Ambizione
Careers,69370,Fellowships,Stipendien,Bourses 
Careers,965701,Ambizione,Ambizione,Ambizione
Programmes,320925,ERA-NET,ERA-NET,ERA-NET
Careers,882627,Ambizione,Ambizione,Ambizione
Project funding,456044,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Infrastructure,228318,FLARE,FLARE,FLARE
Careers,115016,Fellowships,Stipendien,Bourses 
Careers,120850,Fellowships,Stipendien,Bourses 
Careers,120319,Fellowships,Stipendien,Bourses 
Project funding,908000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Project funding,908000,Project funding (Div. I-III),Projektförderung (Abt. I-III),Encouragement de projets (Div. I-III)
Careers,116850,Fellowships,Stipendien,Bourses 
Science communication,8000,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,14398,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,24536,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,23590,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,23000,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,15000,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,13481,Open Access Books,Open Access Bücher,Open Access Livres
Science communication,8100,Scientific Exchanges,Scientific Exchanges,Scientific Exchanges
